model,ablation,head,tune,fold,accuracy,macro_f1,weighted_f1
MobileNetV3Small,RATIO_1X,standard,standard,5,0.8241982879775137,0.8221980852533006,0.8222125514277515
MobileNetV3Small,REMBG_ONLY,standard,standard,1,0.9833908266257826,0.9833773853744896,0.9833740371963293
MobileNetV3Small,REMBG_ONLY,standard,standard,2,0.982879775137345,0.9828782205691529,0.9828717744117341
MobileNetV3Small,REMBG_ONLY,standard,standard,3,0.8107831864060304,0.8089599331333222,0.8089878222794649
MobileNetV3Small,REMBG_ONLY,standard,standard,4,0.9832630637536732,0.9832650553469715,0.9832583494421413
MobileNetV3Small,REMBG_ONLY,standard,standard,5,0.9823687236489076,0.9823687509486309,0.9823653010361781
MobileNetV3Small,STYLE_TRANSFER,standard,standard,1,0.821131979046889,0.818989186571291,0.8189976474005841
MobileNetV3Small,STYLE_TRANSFER,standard,standard,2,0.9819854350325795,0.982000695491014,0.9819957025324252
MobileNetV3Small,STYLE_TRANSFER,standard,standard,3,0.98390187811422,0.9838975556908698,0.98389702582891
MobileNetV3Small,STYLE_TRANSFER,standard,standard,4,0.9813466206720327,0.9813469930584156,0.9813451109809023
MobileNetV3Small,STYLE_TRANSFER,standard,standard,5,0.8137217324645458,0.8115305242295772,0.8115626765861941
ResNet50,FULL,standard,progressive,1,0.9993611856394532,0.9993592907601583,0.9993611820730757
ResNet50,FULL,standard,progressive,2,0.9993611856394532,0.9993595817406675,0.9993610516451036
ResNet50,FULL,standard,progressive,3,0.9991056598952345,0.9991034032277608,0.9991057866433848
ResNet50,FULL,standard,progressive,4,0.9992334227673438,0.999231641641328,0.9992335820139985
ResNet50,FULL,standard,progressive,5,0.9991056598952345,0.9991045089105446,0.9991056557649046
ResNet50,FULL,standard,standard,1,0.9991056598952345,0.9991035194519597,0.999105326100854
ResNet50,FULL,standard,standard,2,0.9998722371278906,0.9998721880638942,0.9998722371028452
ResNet50,FULL,standard,standard,3,0.9992334227673438,0.9992326111368109,0.9992332879376805
ResNet50,FULL,standard,standard,4,0.9997444742557813,0.9997452201349963,0.9997444746870356
ResNet50,FULL,standard,standard,5,0.9984668455346877,0.9984658766079018,0.9984665734934366
ResNet50,GAN,standard,progressive,1,0.9993611856394532,0.9993603578711735,0.9993609856247617
ResNet50,GAN,standard,progressive,2,0.9988501341510158,0.9988482209727387,0.998850125774562
ResNet50,GAN,standard,progressive,3,0.9992334227673438,0.9992326393273373,0.999233223128956
ResNet50,GAN,standard,progressive,4,0.9989778970231251,0.9989766781783657,0.998977662907367
ResNet50,GAN,standard,progressive,5,0.9992334227673438,0.9992326393273373,0.999233223128956
ResNet50,GAN,standard,standard,1,0.9997444742557813,0.9997437178694982,0.9997444737858615
ResNet50,GAN,standard,standard,2,0.9987223712789064,0.9987208536214338,0.9987222297222166
ResNet50,GAN,standard,standard,3,0.9996167113836719,0.999616749873038,0.9996167113920204
ResNet50,GAN,standard,standard,4,0.9989778970231251,0.9989771232261752,0.9989776903268958
ResNet50,GAN,standard,standard,5,0.9993611856394532,0.9993609528551611,0.9993611542708881
ResNet50,INDOOR,standard,progressive,1,0.9992334227673438,0.9992314415175696,0.9992332890754796
ResNet50,INDOOR,standard,progressive,2,0.9992334227673438,0.99923190565417,0.9992334223380092
ResNet50,INDOOR,standard,progressive,3,0.9989778970231251,0.9989761319773675,0.998977565245003
ResNet50,INDOOR,standard,progressive,4,0.9989778970231251,0.9989765029038494,0.9989780257833824
ResNet50,INDOOR,standard,progressive,5,0.9992334227673438,0.9992317971878156,0.9992332235593325
ResNet50,INDOOR,standard,standard,1,0.9991056598952345,0.9991044070565587,0.9991054608280086
ResNet50,INDOOR,standard,standard,2,0.9996167113836719,0.9996167514729961,0.9996167121589296
ResNet50,INDOOR,standard,standard,3,0.9984668455346877,0.9984643345461314,0.9984661786521136
ResNet50,INDOOR,standard,standard,4,0.9996167113836719,0.9996160340596733,0.9996168101821853
ResNet50,INDOOR,standard,standard,5,0.9997444742557813,0.9997444694101967,0.9997444744641937
ResNet50,NO_ALPHA,standard,standard,1,0.9980835569183595,0.9980816468685036,0.9980829604773886
ResNet50,NO_ALPHA,standard,standard,2,0.9978280311741408,0.9978270334769803,0.997827642894881
ResNet50,NO_ALPHA,standard,standard,3,0.9983390826625782,0.9983381037303396,0.9983389845515628
ResNet50,NO_ALPHA,standard,standard,4,0.997572505429922,0.9975720370273826,0.9975725732811042
ResNet50,NO_ALPHA,standard,standard,5,0.9979557940462501,0.9979548212448366,0.9979554010808214
ResNet50,NO_SHIFT,standard,standard,1,0.9987223712789064,0.998721458947748,0.9987224700159248
ResNet50,NO_SHIFT,standard,standard,2,0.9984668455346877,0.9984665546249343,0.9984667376221505
ResNet50,NO_SHIFT,standard,standard,3,0.9983390826625782,0.9983384596104077,0.9983390144108677
ResNet50,NO_SHIFT,standard,standard,4,0.9983390826625782,0.9983381056538776,0.9983391755665548
ResNet50,NO_SHIFT,standard,standard,5,0.9987223712789064,0.9987206702231108,0.9987221719732283
ResNet50,NO_SYNTH,standard,standard,1,0.5727609556662834,0.4998367065564894,0.49966140458317243
ResNet50,NO_SYNTH,standard,standard,2,0.5360930113708956,0.5131373637066341,0.5126518203127898
ResNet50,NO_SYNTH,standard,standard,3,0.4494697840807461,0.4084997096491994,0.4080824605217373
ResNet50,NO_SYNTH,standard,standard,4,0.48664877986457133,0.41485807971426575,0.4145610556290565
ResNet50,NO_SYNTH,standard,standard,5,0.5943528810527661,0.5174750304554041,0.5174670015372356
ResNet50,RANDBG,standard,progressive,1,0.9993611856394532,0.9993592907601583,0.9993611820730757
ResNet50,RANDBG,standard,progressive,2,0.9997444742557813,0.9997437178694982,0.9997444737858615
ResNet50,RANDBG,standard,progressive,3,0.9997444742557813,0.9997441065403218,0.9997444410606849
ResNet50,RANDBG,standard,progressive,4,0.9996167113836719,0.999615932154472,0.9996166449331048
