model,ablation,head,tune,fold,accuracy,macro_f1,weighted_f1
ResNet50,RANDBG,standard,progressive,5,0.9993611856394532,0.9993616998003252,0.9993612478134137
ResNet50,RANDBG,standard,standard,1,0.9991056598952345,0.9991041815235759,0.9991056565313651
ResNet50,RANDBG,standard,standard,2,1.0,1.0,1.0
ResNet50,RANDBG,standard,standard,3,0.9997444742557813,0.9997441065403218,0.9997444410606849
ResNet50,RANDBG,standard,standard,4,0.9998722371278906,0.9998722812794891,0.9998722373279546
ResNet50,RANDBG,standard,standard,5,0.9998722371278906,0.9998718591619878,0.9998722370188022
ResNet50,RATIO_1X,standard,standard,1,0.997572505429922,0.9975710259633359,0.9975720950830305
ResNet50,RATIO_1X,standard,standard,2,0.9979557940462501,0.9979550588395458,0.9979556640632339
ResNet50,RATIO_1X,standard,standard,3,0.9989778970231251,0.9989768524388876,0.9989777965272257
ResNet50,RATIO_1X,standard,standard,4,0.9974447425578127,0.9974430067050328,0.9974438585133875
ResNet50,RATIO_1X,standard,standard,5,0.9984668455346877,0.9984657991927166,0.9984668802182943
ResNet50,REMBG_ONLY,standard,standard,1,0.9984668455346877,0.9984659361142241,0.9984666357037703
ResNet50,REMBG_ONLY,standard,standard,2,0.9987223712789064,0.9987204407437767,0.9987222054135854
ResNet50,REMBG_ONLY,standard,standard,3,0.9991056598952345,0.9991038747770087,0.9991052604531263
ResNet50,REMBG_ONLY,standard,standard,4,0.9982113197904688,0.998210615666763,0.9982112485489708
ResNet50,REMBG_ONLY,standard,standard,5,0.9991056598952345,0.9991038544002022,0.9991056573917335
ResNet50,STYLE_TRANSFER,standard,standard,1,0.9980835569183595,0.9980816408724662,0.9980830233063456
ResNet50,STYLE_TRANSFER,standard,standard,2,0.9978280311741408,0.9978264676953512,0.9978276230315157
ResNet50,STYLE_TRANSFER,standard,standard,3,0.9983390826625782,0.9983374136919074,0.9983388801118318
ResNet50,STYLE_TRANSFER,standard,standard,4,0.9973169796857033,0.997316170309118,0.9973165677346323
ResNet50,STYLE_TRANSFER,standard,standard,5,0.9988501341510158,0.9988488622048768,0.998849832229006
VGG16,FULL,standard,progressive,1,0.9987223712789064,0.9987203337517028,0.9987221968474087
VGG16,FULL,standard,progressive,2,0.9982113197904688,0.9982097328948645,0.998211792697889
VGG16,FULL,standard,progressive,3,0.9987223712789064,0.9987203337517028,0.9987221968474087
VGG16,FULL,standard,progressive,4,0.9988501341510158,0.998848457480502,0.9988504535323196
VGG16,FULL,standard,progressive,5,0.9988501341510158,0.9988479831120936,0.9988497971146236
VGG16,FULL,standard,standard,1,1.0,1.0,1.0
VGG16,FULL,standard,standard,2,0.9991056598952345,0.9991038544002022,0.9991056573917335
VGG16,FULL,standard,standard,3,1.0,1.0,1.0
VGG16,FULL,standard,standard,4,0.9991056598952345,0.9991053013034048,0.9991057887239756
VGG16,FULL,standard,standard,5,0.9982113197904688,0.9982097348181502,0.9982105849773528
VGG16,GAN,standard,progressive,1,0.9988501341510158,0.9988482209727387,0.998850125774562
VGG16,GAN,standard,progressive,2,0.9984668455346877,0.9984652028699161,0.9984671620056357
VGG16,GAN,standard,progressive,3,0.998594608406797,0.9985938491669398,0.9985950958318494
VGG16,GAN,standard,progressive,4,0.9982113197904688,0.9982101136329213,0.9982115958373623
VGG16,GAN,standard,progressive,5,0.9984668455346877,0.9984642697421586,0.9984663759557599
VGG16,GAN,standard,standard,1,0.9996167113836719,0.999615932154472,0.9996166449331048
VGG16,GAN,standard,standard,2,0.9992334227673438,0.9992314056116576,0.9992332543839281
VGG16,GAN,standard,standard,3,0.9996167113836719,0.999615999174483,0.9996167111391585
VGG16,GAN,standard,standard,4,0.9983390826625782,0.9983386497318603,0.9983390685801918
VGG16,GAN,standard,standard,5,0.9987223712789064,0.9987213676058146,0.9987219677118714
VGG16,INDOOR,standard,progressive,1,0.9989778970231251,0.9989763426290028,0.9989783812214671
VGG16,INDOOR,standard,progressive,2,0.9987223712789064,0.9987210422505679,0.998723179196672
VGG16,INDOOR,standard,progressive,3,0.9982113197904688,0.9982104350473954,0.9982123476571838
VGG16,INDOOR,standard,progressive,4,0.9983390826625782,0.9983382195377515,0.9983399879530085
VGG16,INDOOR,standard,progressive,5,0.9988501341510158,0.9988490228900042,0.998850781146717
VGG16,INDOOR,standard,standard,1,0.9993611856394532,0.9993592907601583,0.9993611820730757
VGG16,INDOOR,standard,standard,2,0.9998722371278906,0.9998722804461722,0.9998722369111533
VGG16,INDOOR,standard,standard,3,0.9996167113836719,0.9996163530098091,0.9996166446103771
VGG16,INDOOR,standard,standard,4,0.9993611856394532,0.9993606985793422,0.9993611525861902
VGG16,INDOOR,standard,standard,5,0.9996167113836719,0.9996163530098091,0.9996166446103771
VGG16,NO_ALPHA,standard,standard,1,0.9987223712789064,0.9987209062690467,0.9987228565401249
VGG16,NO_ALPHA,standard,standard,2,0.9987223712789064,0.9987208596112269,0.9987221088827879
VGG16,NO_ALPHA,standard,standard,3,0.9983390826625782,0.9983381530514304,0.9983397329995126
VGG16,NO_ALPHA,standard,standard,4,0.9983390826625782,0.998337559850628,0.9983395657461439
VGG16,NO_ALPHA,standard,standard,5,0.9979557940462501,0.9979549348953008,0.9979570865158974
VGG16,NO_SHIFT,standard,standard,1,0.9979557940462501,0.9979546371194727,0.997955488863277
VGG16,NO_SHIFT,standard,standard,2,0.998594608406797,0.9985930212558882,0.9985949289858204
VGG16,NO_SHIFT,standard,standard,3,0.9983390826625782,0.9983374852715419,0.9983394000376857
VGG16,NO_SHIFT,standard,standard,4,0.9984668455346877,0.9984654385685685,0.9984674890214725
VGG16,NO_SHIFT,standard,standard,5,0.9977002683020314,0.9977005867437736,0.9977001397319615
VGG16,NO_SYNTH,standard,standard,1,0.4668455346876198,0.3988572699254788,0.3986670639859994
VGG16,NO_SYNTH,standard,standard,2,0.48013287338699373,0.4372735814355547,0.4368760853584622
VGG16,NO_SYNTH,standard,standard,3,0.41331289127379583,0.3394290672499904,0.33926487037748565
VGG16,NO_SYNTH,standard,standard,4,0.52714961032324,0.5049074375328657,0.504821217626805
VGG16,NO_SYNTH,standard,standard,5,0.3974702951322346,0.32514452410931444,0.3250262101624542
VGG16,RANDBG,standard,progressive,1,0.9989778970231251,0.9989763426290028,0.9989783812214671
VGG16,RANDBG,standard,progressive,2,0.9989778970231251,0.9989762736881016,0.9989782192016465
VGG16,RANDBG,standard,progressive,3,0.9991056598952345,0.9991039922809373,0.9991059817467836
VGG16,RANDBG,standard,progressive,4,0.9983390826625782,0.9983380215133134,0.998340212994757
VGG16,RANDBG,standard,progressive,5,0.9988501341510158,0.9988487170099487,0.9988502913349477
VGG16,RANDBG,standard,standard,1,0.9993611856394532,0.9993592907601583,0.9993611820730757
VGG16,RANDBG,standard,standard,2,1.0,1.0,1.0
VGG16,RANDBG,standard,standard,3,0.9998722371278906,0.9998718591619878,0.9998722370188022
VGG16,RANDBG,standard,standard,4,0.9993611856394532,0.9993609386491302,0.999361184178466
VGG16,RANDBG,standard,standard,5,0.9996167113836719,0.9996178308226793,0.9996167122793526
VGG16,RATIO_1X,standard,standard,1,0.9988501341510158,0.9988492209044861,0.9988498633529832
VGG16,RATIO_1X,standard,standard,2,0.9978280311741408,0.9978269877222808,0.9978285274842583
VGG16,RATIO_1X,standard,standard,3,0.9987223712789064,0.9987212826752392,0.9987223294362111
VGG16,RATIO_1X,standard,standard,4,0.9977002683020314,0.9976997743709514,0.9977009360109307
VGG16,RATIO_1X,standard,standard,5,0.9980835569183595,0.99808271257962,0.998083470070013
VGG16,REMBG_ONLY,standard,standard,1,0.9983390826625782,0.9983372345735488,0.9983385474281292
VGG16,REMBG_ONLY,standard,standard,2,0.998594608406797,0.9985935500744969,0.9985947047511625
VGG16,REMBG_ONLY,standard,standard,3,0.9988501341510158,0.9988489801113198,0.9988501312770173
VGG16,REMBG_ONLY,standard,standard,4,0.9979557940462501,0.9979552009847478,0.9979566964761382
VGG16,REMBG_ONLY,standard,standard,5,0.9984668455346877,0.9984655327900029,0.9984667113819696
VGG16,STYLE_TRANSFER,standard,standard,1,0.998594608406797,0.9985926840997682,0.9985945963220924
VGG16,STYLE_TRANSFER,standard,standard,2,0.9983390826625782,0.9983369842473268,0.9983389041863056
VGG16,STYLE_TRANSFER,standard,standard,3,0.9984668455346877,0.9984643145795244,0.9984660059671434
VGG16,STYLE_TRANSFER,standard,standard,4,0.9973169796857033,0.9973163945592335,0.9973173501682188
VGG16,STYLE_TRANSFER,standard,standard,5,0.9974447425578127,0.9974450843675526,0.9974446608864959
